student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade,school_encoded,sex_encoded,address_type_encoded,family_size_encoded,parent_status_encoded,mother_education_higher education,mother_education_none,mother_education_primary education (4th grade),mother_education_secondary education,father_education_higher education,father_education_none,father_education_primary education (4th grade),father_education_secondary education,mother_job_health,mother_job_other,mother_job_services,mother_job_teacher,father_job_health,father_job_other,father_job_services,father_job_teacher,school_choice_reason_home,school_choice_reason_other,school_choice_reason_reputation,guardian_mother,guardian_other,travel_time_30 min. to 1 hour,travel_time_<15 min.,travel_time_>1 hour,study_time_5 to 10 hours,study_time_<2 hours,study_time_>10 hours,school_support_encoded,family_support_encoded,extra_paid_classes_encoded,activities_encoded,nursery_school_encoded,higher_ed_encoded,internet_access_encoded,romantic_relationship_encoded
503,MS,M,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,other,mother,30 min. to 1 hour,>10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,0,1,0,0,1,1,0,0
504,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,other,<15 min.,>10 hours,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,1,0,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,1,1,0,1,1,1,1,0
505,MS,F,19,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,1,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0,0,0,0,1,1,1,1
506,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,1,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,0,1,0,1,0,1,1,1
507,MS,F,20,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,services,other,mother,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,1,1,1,1,1
508,MS,F,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,1,0,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,0,1,1,0,1
509,MS,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,30 min. to 1 hour,<2 hours,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,1,1,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0,1,0,0,0,1,1,0
510,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,1,0,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,1,1,0,0
511,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,1,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,0,1,0,1,1,1,0,0
512,MS,F,17,Urban,Greater than 3,Apart,primary education (4th grade),none,other,other,other,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,1,0,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,0,1,1,1,1
513,MS,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,1,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,1
514,MS,F,16,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,1,0,1,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
515,MS,F,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,at_home,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,1,0
516,MS,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,at_home,reputation,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,1,0,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1,0,0,0,1,1,0,0
517,MS,F,16,Rural,Greater than 3,Living together,higher education,higher education,health,teacher,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,1,0,0,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0,0,0,1,0,1,1,1
518,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,1,0,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,1,1,1,1,0
519,MS,F,18,Urban,Greater than 3,Apart,5th to 9th grade,higher education,other,services,reputation,father,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,1,0,1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
520,MS,M,16,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,1,1,0,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,0,0,0,1,1,1,1,0
521,MS,F,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,1,0,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,0,1,0,0,1,1,1,0
522,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,other,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,1,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,1,0
523,MS,F,16,Urban,Greater than 3,Living together,higher education,higher education,health,health,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,1,0,1,0,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,1
524,MS,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,at_home,health,home,mother,<15 min.,>10 hours,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,1,1,1,1,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0,1,0,1,1,0,1,1
525,MS,F,16,Rural,Less than or equal to 3,Living together,secondary education,higher education,at_home,other,other,mother,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,1,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,0,1,0,0,0,1,0,0
526,MS,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,other,services,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,1,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,0,1,0,0,1,1,1,0
527,MS,F,17,Rural,Greater than 3,Living together,higher education,primary education (4th grade),other,other,other,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,1,0,0,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,1,1
528,MS,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,other,mother,>1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,0,0,0,0,1,1,0,0
529,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,other,mother,<15 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,1,1,0,1,1,1,0
530,MS,F,16,Urban,Less than or equal to 3,Living together,higher education,higher education,services,services,other,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,1,0,1,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1,0,0,1,1,0,0
531,MS,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,1,0,1,1,1,1,0
532,MS,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,other,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,1,1,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,0,0,0,0,1,1,1,1
533,MS,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),health,services,other,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,1,1,1,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,0,0,1,1,1
534,MS,F,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,services,other,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,1,0,1,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,0,0,0,0,1,1,1,1
535,MS,M,16,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,health,other,father,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,1,1,1,1,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0,1,0,0,1,1,1,0
536,MS,M,15,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,1,1,0,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,1,0,1,1,1,0,0
537,MS,M,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,30 min. to 1 hour,>10 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,1,1,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,0,1,0,1,1,1,0,0
538,MS,M,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),services,services,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,1,1,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
539,MS,F,16,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,1,0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0,1,0,0,0,1,0,1
540,MS,F,16,Urban,Less than or equal to 3,Living together,higher education,primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,1,0,1,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,1,0
541,MS,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,0,1,1,0,1
542,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,other,mother,15 to 30 min.,2 to 5 hours,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,1,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0,1,0,1,1,0,0
543,MS,F,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,1,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,1,1,1,1
544,MS,M,17,Rural,Greater than 3,Living together,higher education,higher education,health,other,course,father,30 min. to 1 hour,<2 hours,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,1,1,0,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0,0,1,1,1,1,1
545,MS,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),secondary education,other,other,course,father,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,1,1,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,1,1,0,1
546,MS,M,17,Urban,Greater than 3,Living together,secondary education,higher education,services,other,other,mother,<15 min.,2 to 5 hours,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,1,1,1,0,1,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0,1,0,1,0,1,1,1
547,MS,F,17,Urban,Greater than 3,Living together,higher education,higher education,health,health,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,1,0,1,0,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
548,MS,M,16,Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),other,at_home,other,father,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,1,1,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0,0,0,0,1,1,1,0
549,MS,F,17,Urban,Greater than 3,Apart,primary education (4th grade),primary education (4th grade),at_home,at_home,other,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,1,0,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0,0,0,1,1,1,1,1
550,MS,F,17,Rural,Greater than 3,Living together,higher education,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,1,0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0
551,MS,M,16,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,services,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,1,1,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,1
552,MS,M,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,other,father,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,1,1,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,0,1,1,1,0
553,MS,M,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,other,mother,<15 min.,2 to 5 hours,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,1,1,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0,1,0,1,1,0,1,0
554,MS,M,17,Urban,Less than or equal to 3,Apart,primary education (4th grade),none,other,other,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,1,1,1,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,0,1
555,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,father,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,1,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,1,1,0,1,1
556,MS,F,16,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,home,father,<15 min.,5 to 10 hours,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,1,0,0,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,1,1,0,0,0,1,1,1
557,MS,M,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,at_home,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,1,1,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,0,0
558,MS,F,17,Rural,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,course,mother,15 to 30 min.,2 to 5 hours,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,1,0,0,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,0,1,1,1
559,MS,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,1,1,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,1,0,0,1
560,MS,M,18,Rural,Greater than 3,Living together,primary education (4th grade),none,at_home,at_home,course,other,30 min. to 1 hour,<2 hours,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,1,1,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,1,1,0,0,1,1,0,0
561,MS,M,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,1,1,0,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,1,0,1,0,1,1,1
562,MS,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,1,1,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,0,0
563,MS,F,16,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,services,course,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,1,0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,1,1,0,1
564,MS,M,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,<2 hours,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,0,1
565,MS,M,16,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,1,1,0,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,1,1,0
566,MS,M,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,1,1,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,1,1,1,0
567,MS,M,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,other,course,other,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,1,1,0,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,1,0,0,1,0,1,1
568,MS,M,18,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,course,mother,<15 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,1,1,0,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,0,1,0
569,MS,M,19,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,services,course,mother,15 to 30 min.,<2 hours,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,1,1,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,1,1,0,0
570,MS,M,18,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,at_home,course,mother,<15 min.,2 to 5 hours,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,1,1,0,1,0
571,MS,M,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,1,0,1,1,1,1,1
572,MS,M,19,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,other,15 to 30 min.,<2 hours,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,1,1,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,0,1,1
573,MS,F,16,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,at_home,course,mother,15 to 30 min.,2 to 5 hours,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,0,1
